_rid,predicted_score,description,country,price,variety,winery,title
ca76437d805a7f22,87,"A little rustic, with a briary, brambly mouthfeel, but it's a good example of a Sonoma County Zinfandel. The winery says the vines are old, and there are deep, concentrated flavors of wild forest berries, shriveled raisins, licorice, pine tar, grilled beef and black peppers. Because of the roughness, you'll want to give this wine a few hours of decanting.",US,38,Zinfandel,Benovia,Benovia 2008 Zinfandel (Sonoma County)
b598558e21511528,94,"The first thing you notice is the complexity of flavor, carrying waves of wild forest raspberries and cherries, framboise and other liqueury, extracted tastes, sprinkled with rose petal, Dr. Pepper cola and exotic spices, and rounded off with smoky sandalwood. Then the tannins and acids kick in, emphasizing extreme dryness. There are dozens of Pinot Noirs that are more drinkable now, but this is such an interesting interpretation that it deserves a place in your cellar. Try after 2013.",US,100,Pinot Noir,Freestone,Freestone 2007 Pastorale Vineyard Pinot Noir (Sonoma Coast)
b4c54d6f00f51dbe,85,"Bay leaf and eucalyptus figure prominently on the nose and palate of this wine, making for an intensely earthy, herbal experience, peppered by forest-floor notes.",US,10,Pinot Noir,Kirkland Signature,Kirkland Signature 2015 Pinot Noir (Carneros)
96f6f29b04eed1cc,84,"Though labeled sweet, this has just enough acidity to feel off-dry in the mouth. It brings a mix of pear and peach, apple and orange peel flavors, which fade rather quickly into a flat finish.",US,15,Riesling,Lake Chelan,Lake Chelan 2009 Sweet Riesling (Lake Chelan)
744977ebb22155ca,88,"This wine is  dark in color, with just a thin red rim. It smells of ripe blackberries, grilled beef and clove, with flavors as dense as the color. For all its color and flavor intensity and fine-grained tannins, however, it feels smooth and velvety on the tongue and is hard to resist, especially at such a reasonable price.",US,12,Red Blend,Gnarly Head,Gnarly Head 2013 1924 Limited Edition Double Black Red (California)
29cf8882b8648ca3,89,"Sweetly forward in blackberry, cherry and raspberry fruit, this Cabernet's buttered oak adds to the impression of candy. It's a tasty wine, and it wants to accompany foods that have a sweetness to them, like pork or beef with caramelized onions.",US,60,Cabernet Sauvignon,Terlato,Terlato 2008 Cabernet Sauvignon (Stags Leap District)
b8251cc6b2cc6a4d,92,"Made from fruit from what many consider to be the finest site for growing Syrah in the state, this wine opens gracefully to reveal scents of plump berry, vanilla and tobacco. Briefly aged in a mix of one- and two-year-old French oak barrels, it offers concentrated berry and black cherry flavors that never turn syrupy. The crisp acidity suggests cellaring for up to a decade.",US,40,Syrah,Maison Bleue,Maison Bleue 2010 Boushey Vineyard Libert茅 Syrah (Yakima Valley)
5000cb0f79b83709,91,"This 100% varietal wine offers aromas of barrel spices, mint, dried fruit and barnyard. It's full bodied but still shows good deftness.",US,40,Syrah,:Nota Bene,:Nota Bene 2011 Ciel du Cheval Vineyard Syrah (Red Mountain)
40ab0f8de8922a17,82,"While very flavorful, this wine is more of a dessert drink than a lunch or dinner wine. It smells sweet and earthy, feels unctous and tastes sweet, especially on the finish.",US,9,Chardonnay,Coast,Coast 2013 Chardonnay (California)
5d76f351ad955bd9,89,"This shows an old-fashioned Spring Mountain dryness and tannic astringency, which makes it hard to enjoy at the moment. Decant it for several hours to let it mellow so you can enjoy the deep core of black currant flavor.",US,55,Cabernet Sauvignon,Bougetz,Bougetz 2010 Amaryllis Cabernet Sauvignon (Spring Mountain District)
9662375d02ed3740,87,"Loaded with raspberry, cherry, cola, raisin and spice flavors, this Zinfandel is useful for pairing with barbecue. A nice Reuben sandwich will also star. The wine is rustically likeable.",US,18,Zinfandel,Clos La Chance,Clos La Chance 2009 Estate Zinfandel (Central Coast)
b86d41cf3c4a4944,87,"Made in the modern California style, with very ripe, rather sweet pineapple jam, green apple butter and smoky oak flavors that are wrapped into a creamy texture.",US,15,Chardonnay,Hayman & Hill,Hayman & Hill 2007 Reserve Selection Chardonnay (Russian River Valley)
d89ae1f66cdea4a5,91,"A zesty, stainless-steel and neutral oak-fermented white, this lovely wine expresses grapefruit peel and mango, along with a flash of melon. Zesty on the finish, it provides a well-hewn balance between fruit and acidity, with plenty of body.",US,20,Sauvignon Blanc,Schug,Schug 2014 Sauvignon Blanc (Sonoma Coast)
df1291eda4b63954,88,"New oak takes the lead on the nose of this wine, with notes of vanilla and toffee followed by cranberry and cherry. It's high octane, with a concentrated cherry flavor and alcoholic warmth.",US,42,Syrah,La Chanterelle,La Chanterelle 2012 Syrah (Wahluke Slope)
dad18f5193dda303,85,"Soft and fruity, this has ripe black-cherry and blackberry compote flavors, plus plenty of oak influence. Drink now.",US,19,Cabernet Sauvignon,Rutherford Ranch,Rutherford Ranch 2010 Cabernet Sauvignon (Napa Valley)
2e5e576c5f0a9a14,92,"El Jabali鈥攖he home vineyard of vintners Richard and Thekla Sanford鈥攄elivers a Chardonnay loaded with fresh lemongrass, nectarine and Gravenstein apple scents. There is a pithy grip to the palate, where apple and Anjou pear flavors converge with lime and grapefruit tartness.",US,30,Chardonnay,Alma Rosa,Alma Rosa 2015 El Jabali Vineyard Chardonnay (Sta. Rita Hills)
07f7b1de0dd5ac11,92,"A dark color and lots of fresh-fruit aromas lead to deep, ripe black-cherry and red-cherry flavors that taste clear and delicious. With more sipping, light spicy oak nuances emerge, including a touch of cinnamon and vanilla, but nothing gets in the way of the grapes' expression. Although full bodied, the wine is gentle in texture with just enough crispness and light tannin for good balance.",US,60,Pinot Noir,Lazy Creek,Lazy Creek 2014 Estate Pinot Noir (Anderson Valley)
3f91c7541e32f408,82,"Sharp in acidity and thin in fruit, this simple Cabernet has dry flavors of sour candy, blackberry, currant and herb.",US,13,Cabernet Sauvignon,Rosenblum,Rosenblum 2011 Vintner's Cuv茅e Cabernet Sauvignon (California)
873ede673a077b95,92,"A classic from the first sniff to the last swallow, this Bordeaux blend, made for Lachini by winemaker Jamie Brown, offers tangy red fruits, pepper, toast and earth highlights, with a base of green olive and brown spices. All in all, a fascinating wine with subtle variations on the Bordeaux theme.",US,45,Bordeaux-style Red Blend,Lachini,Lachini 2007 La Contrada Red (Walla Walla Valley (WA))
d356c083b9d19cdd,89,"Full bodied and fruity, the 2010 estate Syrah from Va Piano is rounder and less herbal than the 2009. Which style you enjoy is a matter of individual preference. Big and approachable, with lovely blueberry fruit, the 2010 seems to stop a bit short, but with more bottle age may reveal details that are currently in hiding.",US,48,Syrah,Va Piano,Va Piano 2010 Estate Syrah (Walla Walla Valley (WA))
151747c7dfd29267,87,"This is an interesting and useful wine, and the price helps make it a bargain. It's pretty close, in texture and flavor, to Pinot Noir, with silky tannins, brisk acids and cherry, cola and cranberry flavors.",US,10,Valdigui茅,J. Lohr,J. Lohr 2011 Wildflower Valdigui茅 (Monterey County)
b6b6774e1a2bc102,82,"Thin and lean, with herb, tobacco and cherry skin flavors that finish dry and sharp. Drink up.",US,10,Cabernet Sauvignon,Concannon,Concannon 2007 Selected Vineyards Cabernet Sauvignon (Central Coast)
78e7bcf2177a7490,85,"Distinctly sugary, which gives the blackberries and cherries a jammy sweetness. But it's clean and crisp. For those who like this style, it's pretty good.",US,15,Bordeaux-style Red Blend,Guenoc,Guenoc 2007 Victorian Claret Red (Lake County)
120f450bb0f8c4c9,95,"Easily earns its high score for the sheer power and mass, equal to anything out of Napa. Erupts in the most complex blackberries, black currants, licorice and 100% new smoky oak flavors, with a spicy finish that goes on and on. The tannins are strong and fine and impressive. Not for the faint-hearted, and not a wine to drink now, as it will swamp food. Should begin to emerge after 2012.",US,85,Cabernet Sauvignon,Baldacci,Baldacci 2006 Brenda's Vineyard Cabernet Sauvignon (Stags Leap District)
7e33026b75a35d6a,87,"Lots going on for the price in this dry, clean Sauvignon Blanc. It has rich flavors of tart citrus fruits, minerals and white flowers. A very pleasant and versatile white wine.",US,12,Sauvignon Blanc,Joel Gott,Joel Gott 2009 Sauvignon Blanc (California)
408b17769108fb8e,92,"Asian pear, candied lemon rinds and the slightest hint of marshmallow show on the nose of this bottling from a northeast-facing vineyard 1,800 feet up in the appellation. Fresh flavors of nectarine and white peach are pleasurably subtle, backed by both warmed lemon-butter elements and salty, savory acidity.",US,35,Chardonnay,Wrights Station,Wrights Station 2014 Reserve Chardonnay (Santa Cruz Mountains)
94a0fa5b57129c1e,89,"Standard Napa Valley Chardonnay, with citrus, peach and herb flavors, enriched with all the bells and whistles of oak, malolactic fermentation and lees aging, and balanced with brisk, lemony acidity.",US,34,Chardonnay,Bell,Bell 2012 Estate Bottled Chardonnay (Yountville)
008b153ea2343979,88,"This is appealing for its flavors of fresh-sliced Bosch pear, plus a pear-like graininess on the palate. It has some residual sugar, just enough to round out the acids, and overall it's a nicely balanced wine drinking very well right now.",US,14,Pinot Gris,Redhawk,Redhawk 2011 Pinot Gris (Eola-Amity Hills)
e4461536a105e942,87,"Peaches, white flowers, white pepper and a hint of crushed walnuts waft on the nose. The palate is shows underripe pear, gummy peach rings and honeydew melon, yet the weight and intensity is a bit restrained. This would be a lovely accompaniment to a mild cheese or soft-shelled crab over crisp greens.",US,22,Vermentino,Barboursville Vineyards,Barboursville Vineyards 2014 Reserve Vermentino (Virginia)
96d700c52d3663e3,92,"One of three designated cuv茅es from Freeman, this intriguing wine has a rather light color but beautiful, complex fruit aromas and flavors. It ranges from red cherry to rhubarb and raspberry, along with hints of forest floor and mushroom. A surprisingly gentle texture complements tangy acidity.",US,68,Pinot Noir,Freeman,Freeman 2014 Yu-Ki Estate Bottled Pinot Noir (Sonoma Coast)
cebc988226fe1ef7,87,"This shows the softness and red cherry flavors of a nice Merlot, with rich Napa tannins and a hint of green mint. It's a clean, dry wine for drinking now.",US,30,Merlot,Marilyn,Marilyn 2010 Merlot (Napa Valley)
583cbe8e575250fd,92,"Made in a leaner, acidic, minerally style, this bone-dry wine feels ultra-clean and distinguished in the mouth. It's austere, but you'll find a core of pineapples, apples and limes. Great with a shellfish-inspired risotto. Elegant and food-friendly, it should develop over the next 4鈥? years.",US,39,Chardonnay,Testarossa,Testarossa 2008 Sanford & Benedict Vineyard Chardonnay (Sta. Rita Hills)
51ea1069d4c7a17f,91,"Formerly the JV bottling, this is a fresh and textural Pinot Noir, with flavors of raspberry and cola intermingled. The mouthfeel is lively and clean, and the finish lightly spiced with cinnamon highlights.",US,25,Pinot Noir,Stoller,Stoller 2011 Estate Grown Pinot Noir (Dundee Hills)
e2ac86aa053b47ae,92,"Masterfully puckering tannins greet the palate, challenging the taster to discern the hidden waves of blueberry, vanilla and black licorice behind the wall. Full-bodied, it needs plenty of time and air before enjoying.",US,60,Petit Verdot,Eagle Eye,Eagle Eye 2011 Estate AlphaWOLF Ranch Petit Verdot (Napa Valley)
498f2800157d5473,89,"This blend of Mourv猫dre (78%) and Grenache is a very pretty pale peach color. Aged in a mixture of concrete, stainless steel and neutral French oak, it suggests aromas of citrus, strawberry, herb and spice. It tingles the palate with fresh, lively flavors, showing poise and presence with a citrus-filled finish that lingers.",US,22,Ros茅,Efeste,Efeste 2015 Oldfield Estate Ros茅 (Yakima Valley)
db458a1e784dfa64,88,"Very tannic and gritty now. Shuts the fruit down with a dry, sandpapery astringency. But what great fruit. It's rich in blackberries, black cherries, currants, licorice and mocha, and is bone dry. Could and should age, but there's a certain sharpness that makes you wonder.",US,60,Meritage,St. Francis,St. Francis 2007 Anthem Meritage (Sonoma Valley)
fa9974f0ece1fd35,89,"Spicy in cinnamon and sultry tropical coconut, this wine offers a freshness of red fruit, true and varietal, with soft, lean layers of body and weight.",US,30,Merlot,Merriam,Merriam 2011 Windacre Estate Merlot (Russian River Valley)
465f0d18633f3cf5,91,"This has a very deep, dark color that goes almost to the rim. It smells like blackberries and black pepper, tastes exotic and almost full-bodied but stays quite dry. It gives the sense of being well-stuffed with flavor but keeps a rather lean, lighter texture. Firm tannins give it structure and suggest drinking now through 2019.",US,26,Syrah,La Clarine Farm,La Clarine Farm 2013 Sumu Kaw Syrah (Sierra Foothills)
e3947ec0739daf30,91,"A taste of spearmint, black olive and leather interplay on this wine, with black licorice also prominently in the mix. Juicy with tannic grip, this reserve finishes rich in blackberry and dust.",US,38,Cabernet Sauvignon,Brutocao,Brutocao 2009 Reserve Cabernet Sauvignon (Mendocino)
f797f23916f36f68,85,"Great value for the price, with blackberry marmalade, moo shu plum sauce, tobacco, leather and pepper flavors that turn richly tannic and spicy in the finish. Shows lots of elegance and finesse.",US,10,Syrah,Shark Trust,Shark Trust 2005 Sixgill Syrah (California)
6848ffe139267303,92,"Here's a great Syrah from a vineyard not specifically known for this grape. It immediately impacts the palate with concentrated flavors of raspberry and cassis swathed in coffee liqueur, dark chocolate and a hint of red licorice. This has great concentration and length; drink it over the next 6鈥? years.",US,28,Syrah,Tamarack Cellars,Tamarack Cellars 2009 Ciel du Cheval Vineyard Syrah (Red Mountain)
5c64b64cac66a848,89,"Structured despite its impermeable presence of power and alcohol, this wine also sings in crisp red fruit, some of it jammy, but self-possessed. An accompaniment of anise and baked bread play on the sturdy palate.",US,30,Zinfandel,Martin Ray,Martin Ray 2013 Puccioni Vineyard Zinfandel (Dry Creek Valley)
e79787c55c8b86af,87,"With hard tannins, sharp acids and dry, somewhat austere mouthfeel, this wine, blended with a drop of Malbec, distinguishes itself for its complexity. Blackberries, black currants, cassis liqueur and espresso flavors combine for interest. Yet the wine doesn't seem to be an ager. It needs rich, fatty meats and cheeses to balance the astringency.",US,65,Petit Verdot,Cinnabar,Cinnabar 2011 Texas Ranch Vineyard Reserve Rows Petit Verdot (Paso Robles)
fb6144004fb1fd5e,92,"This study of St. Emilion-style wines shows a density of blackberry and blueberry fruit as well as bittersweet fudge and concentrated lilacs, proving both showy yet elegant. The palate is expertly layered with rich blackcurrant, milk chocolate, mocha and graphite flavors. This one is ready to drink now.",US,50,Bordeaux-style Red Blend,J. Lohr,J. Lohr 2012 Cuv茅e St. E Red (Paso Robles)
9c3c50ced63988f7,91,"Merriam is concentrating on Cabernet Franc from various appellations, with excellent results. This Russian River bottling is terrific for drinking now. It's spicy and rich in red cherry jam, cherry liqueur and smoky sandalwood flavors that finish long and sweet. It would be great with Chinese-style roast pork.",US,40,Cabernet Franc,Merriam,Merriam 2008 Windacre Vineyard Estate Cabernet Franc (Russian River Valley)
cdc64de35f3185b3,87,"Assertive in its earthy, barnyard-like aromas, this biodynamic, Dijon-clone-based wine is light on its feet. It's ripe flavors are still developing, and it has a finish that one wishes would linger longer.",US,48,Pinot Noir,Jeriko,Jeriko 2011 Dijon Clone Pinot Noir (Mendocino)
adafa8a7508e2c41,94,"This is taut and dense, and requires time and air to untangle. Deep, dark fruits are mixed in with layers of black olive, smoke, compost, tar, moist earth and herb鈥攁 delicious m茅lange of flavors that promises good things to come as the wine ages. It's masterful winemaking in a package so young and wrapped up tight that it may pass you by if you don't give it a good look.",US,44,Cabernet Sauvignon,Woodward Canyon,Woodward Canyon 2005 Artist Series #14 Cabernet Sauvignon (Columbia Valley (WA))
9e9f51d84eea5306,89,"Fresh and peppery in a more classic style, this bottling by Gary Robinson shows just-tanned leather, green peppercorn and herbaceous elements that border on bell pepper. Peppery zest on the palate spices up the tart red fruit and crushed thyme herbs. Chill it a tad and enjoy on a warm day.",US,38,Cabernet Franc,Left Bend,Left Bend 2013 Cabernet Franc (Santa Cruz Mountains)
3d90e957ddede7e8,89,"Add Tannat to the long list of innovative efforts by this pioneering southern Oregon winery. Grapy and fruity, with chewy, substantial tannins for which this grape is known, this is a steak-ready wine, with upfront flavor.",US,30,Tannat,Abacela,Abacela 2009 Tannat (Umpqua Valley)
0c310bd8d6855906,85,"This is an aromatic offering of Pinot Grigio with generous notes of freshly cut red and green apple along with pear. Medium bodied, it drinks just a touch off dry with mouthwatering acidity and a real sense of freshness.",US,10,Pinot Grigio,Sockeye,Sockeye 2011 Pinot Grigio (Columbia Valley (WA))
2a9858d1040c8cc5,91,"This is a lovely Pinot to drink over the next several years with steak, lamb or a wild mushroom risotto. It's dry, silky and racy in acidity, with a cleansing mouthfeel. Sends tiers of sour cherry and raspberry candy, cola and white pepper across the palate, finishing long and spicy.",US,25,Pinot Noir,Fog Head,Fog Head 2011 Hillside Reserve San Bernabe Vineyard Pinot Noir (Monterey)
f76d5f7431faa1a4,88,"This Cab-based blend sources 51% of its grapes from Sonoma County, including small amounts of Merlot, Petite Verdot, Malbec, Syrah, Petite Sirah and Cabernet Franc. Medium in weight, the wine at first is slightly muted, but upon opening it provides Syrah-like meatiness and peppery spice around an intriguingly brooding sense of tar and black currant.",US,20,Cabernet Sauvignon,Summers,Summers 2012 Andriana's Cuvee Cabernet Sauvignon (Sonoma County-Napa County)
057c20b8763f66af,92,"With a palate-drenching fountain of peach nectar, grapefruit and orange blossom notes, this Finger Lakes standard packs a surprising punch in the 2014 vintage. Dry, yet intensely ripe, it boasts long, lingering streaks of honey and fruit offset by zigzagging daggers of lime zest and lemon. It's penetrating and deliciously persistent.",US,15,Riesling,Dr. Konstantin Frank,Dr. Konstantin Frank 2014 Dry Riesling (Finger Lakes)
f9b057cb7c153347,87,"A spicy wine with crisp acidity and ample texture, this Alsace-style white would stand up to spice-driven noodles.",US,16,Gew眉rztraminer,Highway 128,Highway 128 2011 Gew眉rztraminer (Mendocino)
135a3de615c06736,91,"Strawberry preserves, leather and chocolate are all in the mix here, nicely mingled and mutually supportive. This is a sinuous, fleshy, fruit-driven wine, but there's plenty of chocolaty oak in the soft, lightly peppery finish. Forward and appealing, this is one to enjoy right now.",US,28,Pinot Noir,Vista Hills,Vista Hills 2008 Treehouse Pinot Noir (Dundee Hills)
b74ec175b95ac364,92,"Perfumed aromas of flowers, orange peel and smoked meat are followed by full-bodied fruit and savory flavors. It delivers a lot of enjoyment.",US,50,Syrah,G氓rd,G氓rd 2012 Grand Klasse Lawrence Vineyards Syrah (Columbia Valley (WA))
9b30a35c6e02fdda,91,"This wine's aromas are fruit forward, suggesting cantaloupe, melon and pear. The palate is spicy and broad, bringing a lot of appeal.",US,38,Chardonnay,JM Cellars,JM Cellars 2015 Chardonnay (Columbia Valley (WA))
b207adb67b25eb93,89,"Sweet, ripe cherry pie and smoky oak flavors mark this wine, which also has some grippy mountain tannins. It's not an ager, but it's rich and complex enough to drink now with steak or lamb. Decant it for an hour or two.",US,37,Cabernet Franc,Fernwood,Fernwood 2009 Estate Cabernet Franc (Santa Cruz Mountains)
c80f10fef8c7b592,92,"This is the winery's reserve-level effort, and will reward those who look for elegance over sheer power. Subtle, sculpted yet firm flavors of raspberry, cola and a touch of smoke come up, with a graceful, well-defined finish.",US,30,Pinot Noir,Foris,Foris 2014 Cedar Ranch Pinot Noir (Rogue Valley)
a83b64f7d3ea2bfb,94,"Somewhere between the acidity and dryness, this Pinot has a terrifically interesting core. It's a subtle wine, now suggesting cherry fruit, now retreating in favor of earthier mushrooms, minerals and pine needles, framed in firm tannins. Strikes out new territory for cool-climate Pinot Noir, less ripe, lower in alcohol and more exciting.",US,58,Pinot Noir,Dutton-Goldfield,Dutton-Goldfield 2009 McDougall Vineyard Pinot Noir (Sonoma Coast)
7d7019bb06ec883f,82,"From Southern Oregon, this new vintage of the winery's Pinot Blanc has been given the all-star treatment鈥?00% barrel fermented sur lie. It's hot, big, sharp and bold, but perhaps stretched a bit too far for the delicate, elegant flavors of the Pinot Blanc grape. The fruit carries no weight and the barrels therefore take over, with bitter phenolics and too much oak.",US,22,Pinot Blanc,Erath,Erath 2007 Quail Run Pinot Blanc (Southern Oregon)
1861a09fe5db4add,91,"This unoaked Sauvignon Blanc shows the crisp tartness that Anderson Valley brings to white wines. Fully dry, its flavors suggest lemongrass, grapefruit and pepper, with a racy tang of cold steel. The aftertaste is long and powerful.",US,20,Sauvignon Blanc,Foursight,Foursight 2007 Sauvignon Blanc (Anderson Valley)
b9583a9a80851628,92,"Reserved on the nose, this bottling by Billy Wathen and Dick Dore from their friend Rick Longoria's vineyard offers cranberry, fennel, lavender and a touch of smoke on the nose. It's delicate in its approach, with tightly woven strawberry, red plum and cranberry fruit lifted by dried sagebrush and more of that wildfire smoke.",US,66,Pinot Noir,Foxen,Foxen 2014 Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills)
b458bcf5fa00661f,87,"Plum and cherry notes struggle to show themselves under a heavy layer of coconut and sawdust from new American oak. This wine is tightly wound and dense in the mouth, with refreshing acidity and a medium-to-long finish. A year or two in the cellar will allow for better integration.",US,23,Red Blend,Swedish Hill,Swedish Hill 2007 Optiumus Red (Finger Lakes)
ec0f13542e26e37f,87,"There's a slight spritziness and ripe fruit sweetness at the core of this appealing wine. The mix of mango and papaya on the palate will show well with spicier foods or at casual get-togethers. Unfussy and well-priced, it's layered and creamy with a crisp finish.",US,15,Sauvignon Blanc,Verse & Chorus,Verse & Chorus 2013 Mat Kearney Sauvignon Blanc (Napa Valley)
5d3c10c9cf2637ba,87,"The cool Sonoma Coast appellation is not known for Bordeaux blends, especially in cool vintages like 2010. This blend of Cabernet Franc and Cabernet Sauvignon is ripe with raspberries and oak, but there's a tart bit of acidity. Its taut and elegant in style, but lacks generosity. Drink now.",US,38,Bordeaux-style Red Blend,Kastania,Kastania 2010 Proprietor's Blend Red (Sonoma Coast)
a1cf2c9c9af5d35c,91,"Baked black plums, nutmeg, gingerbread spice, cinnamon and concentrated hibiscus show on the nose of this impressive countywide blend. The palate centers on forest floor elements of juniper and eucalyptus as well as tart cranberry fruit and a touch of smoke. Would wash down a variety of foods well.",US,25,Pinot Noir,Summerland,Summerland 2014 Pinot Noir (Santa Barbara County)
e9283658b2f9e7c7,87,"In this straightforward quaffer, aromas of pear, melon and apple lead to off-dry fruit flavors with a full feel. The flavor concentration is light but it still provides easy drinking enjoyment.",US,16,Pinot Gris,Goose Ridge,Goose Ridge 2014 Estate Bottled Pinot Gris (Columbia Valley (WA))
0d68430493b2f5ef,87,"Aromatically intriguing, this carries suggestions of sour cherry, umami and fresh tobacco. The palate brings medium-bodied cranberry and cherry flavors. It doesn't have the tannic structure that this variety is known for but there is still plenty to enjoy.",US,30,Nebbiolo,Wilridge,Wilridge 2012 Estate Nebbiolo (Naches Heights)
9575d9bf610f78fb,87,"Pino is a new Oregon entry from the Bronco Wine Company. It delivers the goods, with chunky cherry fruit done in a bold, clean, full-flavored style. It's got small amounts of Syrah and Mar茅chal Foch in the blend, probably for color and spice, which works quite well. This is a fine everyday mealtime option with versatility to spare.",US,20,Pinot Noir,Pino,Pino 2013 Pinot Noir (Oregon)
5ae4c480044fa7b4,92,"This opens with deep, dense dark-fruit goodness. It's a massive wine that bursts with blackberry, black cherry and cassis. After that opening explosion of ripe fruit, it seems to float through the mouth, like riding in a big-finned Cadillac from the 1950s. Consume this one within 2鈥? years.",US,40,Syrah,Doyenne,Doyenne 2009 Signature Syrah (Yakima Valley)
ce1c1445906ddf76,88,"This Cabernet Sauvignon-based Bordeaux-style blend is very rich and ripe in blackberries, cherries and currants. It has smooth tannins, and the finish is dry. It's a fashionable wine that feels plush in the mouth, but young. Give it 3鈥? years, but it doesn't seem to have the stuffing for the long haul.",US,40,Bordeaux-style Red Blend,Luke Donald,Luke Donald 2010 Red (Napa Valley)
c01a084221b0b134,91,"Sharp lime skins, rich petrol and yellow grapefruit juice combine for that familiarly fresh Riesling aroma, yet this one is a tad richer, with a lemon pastry note. Dried lemons and apples show on the palate, where a zesty, tangy yuzu acidity meets with ginger and lemongrass notes. A complex bottling.",US,24,Riesling,Brooklyn West,Brooklyn West 2012 Riesling (Santa Ynez Valley)
1d4162bd1213b5a4,87,"Lots of spicy Zin flavors in this affordable wine. It's soft and rich, yet dry, with briary blackberry, black currant, cocoa and spice flavors that finish with a warm headiness.",US,20,Zinfandel,Kunde,Kunde 2009 Kinneybrook Zinfandel (Sonoma Valley)
e0a055a09c83f61f,91,"This is a boldly jammy uninhibitedly ripe wine鈥攁 mix of compost, old barn, jammy raspberry and prune. The size and structure work well together, with toasted oak supporting brawny texture and grip.",US,47,Zinfandel,Carlisle,Carlisle 2015 Mancini Ranch Zinfandel (Russian River Valley)
853afab161b6b1aa,91,"This is a soft, richly attractive red wine to drink now. It shows elaborate blackberry, cherry, currant, teriyaki beef, black pepper, anise and sandalwood flavors. An elegant mouthfeel, grows better as it breathes in the glass.",US,38,Syrah,Monticello Vineyards,Monticello Vineyards 2008 Estate Grown Syrah (Oak Knoll District)
7b93d0cf48fb7589,91,"This wine has a deep pink color with a touch of amber, and very bright and zingy aromas. Mouthwatering, crisp fruit flavors are full of citrus and cherry. The lively texture is due to great grape acidity that lights up this wine.",US,24,Ros茅,Bravium,Bravium 2014 Signal Ridge Vineyard Ros茅 of Ros茅 (Mendocino Ridge)
f77280e401ed78d4,83,"Round and fruity, this opens with mildly sweet flavors of melon and pineapple. The quick finish turns flat and slightly sour.",US,14,Pinot Gris,Kudos,Kudos 2015 Pinot Gris (Willamette Valley)
a174d38c36445489,87,"This 100% varietal wine from both Alexander Valley and Sonoma Valley sites opens in aromas of raspberry, blackberry and vanilla, tangy and stemmy in the background, with a plume of dusty earth.",US,28,Cabernet Sauvignon,Jigar,Jigar 2012 Cabernet Sauvignon (Sonoma County)
2cea4e998dc7ee46,87,This wine has pleasing aromas of pear and melon followed by medium-sweet fruit flavors. It's not particularly serious but it goes down easy.,US,21,Albari帽o,Crayelle Cellars,Crayelle Cellars 2014 Albari帽o (Ancient Lakes)
9144eeab6e75ed60,85,"Perfumed in rose and violet, this full-bodied wine is leathery and somewhat dull on the palate, opting for savory elements over fruit.",US,70,Cabernet Sauvignon,J. Moss Wines,J. Moss Wines 2012 Steffensen Vineyard Cabernet Sauvignon (Coombsville)
fed718a48f7a9594,94,"This classic Chardonnay brims in lemon chiffon, stony minerality and luscious pear. The complex, soft, supple layers continue to surprise in the glass, teasing the palate with unexpected notes of nutmeg and Tahitian vanilla.",US,55,Chardonnay,Williams Selyem,Williams Selyem 2012 Allen Vineyard Chardonnay (Russian River Valley)
1b8fdb4adaed2674,91,"This young wine offers fresh raspberry and pomegranate scents on the lively, simple nose, with dashes of anise and wet slate. Those bright red fruit flavors show on the palate, too, seasoned with thyme and bay leaf and finishing clean.",US,44,Pinot Noir,Sarah's Vineyard,Sarah's Vineyard 2015 Pinot Noir (Santa Cruz Mountains)
21ca7deabaa52197,92,"Enticing, subtle pear, mango and nutmeg aromas lead to rich orchard fruit, hazelnut and lemon zest flavors as this wine's full body and creamy texture coat the palate. It's big and generous but not overblown, a fresh acidity buoying the riper flavors and keeping them echoing on the finish. Drink now through 2022.",US,40,Chardonnay,Townley,Townley 2014 Alder Springs Vineyard Chardonnay (Mendocino)
c20749ef1a819e2d,87,"Despite some rich blackberry and currant flavors, a rich overlay of oak and smooth tannins, this Cabernet is a little off in texture. It's gritty in the mouth, but it is nicely dry, and has a certain complexity.",US,30,Cabernet Sauvignon,White Oak,White Oak 2008 Cabernet Sauvignon (Napa Valley)
b2ba7cebe9fd6cde,94,"A compelling wine, this begins as a journey into salted country butter, lemongrass and a hint of sea-spray-like brine. Lengthy and spicy, it possesses a great deal of stony minerality that gives it length, breadth and brightness, a vinous come-on to have more.",US,60,Chardonnay,Lynmar,Lynmar 2014 Quail Hill Vineyard Chardonnay (Russian River Valley)
c7c478a9531ec1f5,92,"This is a bold dry wine from one of Bonterra's biodynamically farmed vineyards, and it has plenty of tannin in the texture and an abundance of ripe black-cherry, wood smoke and baking spice flavors to fill out that firm frame. For all its power the wine is also polished and velvety enough to sip with pleasure. Best after 2020.",US,55,Bordeaux-style Red Blend,Bonterra,Bonterra 2013 The McNab Red (Mendocino)
9bce6d4119c13ac5,87,"Lightish in color, it opens with earthy, tobacco aromas, a hint of mint and, if you really concentrate, blackberries. It's very limpid in the mouth, light as a feather, but the fruit is great. The concentrated blackberry taste is dry and flavorful, with wonderful acids. This is a very individualistic wine, and fun to drink.",US,17,Sangiovese,Holly's Hill,Holly's Hill 1999 Sangiovese (California)
