Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,gpt_point,predicted_score
116205,US,"A little sweet and simple in pineapple and peach jam flavors, but adequately balanced with acidity. A good white wine for parties.",,84,8,California,California,California Other,,,Woodbridge by Robert Mondavi 2010 Pinot Grigio (California),Pinot Grigio,Woodbridge by Robert Mondavi,85,87
37322,US,"Six different varieties are included in the blend, which varies from year to year. This is very open and fruity, a good, all-purpose red blend that is ready to drink right now. The palate impression is almost too soft, with a residual flavor of ripe bananas running through the finish.",Red Wine,85,15,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine聽,Six Prong 2004 Red Wine Red (Horse Heaven Hills),Red Blend,Six Prong,87,85
74221,US,"Baked plum and stewed black cherry show on the nose of this precise blend of 35.6% Malbec, 28.75% Petit Verdot, 23.75% Cabernet Sauvignon and 11.9% Cabernet Franc, with burned caramel, licorice and cherry cordial as well. The palate is rich with a decent tannic structure, showing a ripe blueberry-blackberry-chocolate-syrup flavor.",,89,52,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Brecon Estate 2013 Meritage (Paso Robles),Meritage,Brecon Estate,90,88
36665,US,"A welcome new entry in the burgeoning Oregon sparkling wine scene, this vintage-dated, all Pinot Noir cuv茅e can stand right alongside the best in the U.S. Details in both aroma and flavor bring elements of sweet hay, lemon rind, pineapple and green apple, with fine bead and impressive length.",Blanc de Noirs M茅thode Champenoise,92,55,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine聽,King Estate 2008 Blanc de Noirs M茅thode Champenoise Pinot Noir (Oregon),Pinot Noir,King Estate,92,92
66303,US,"A very uncommon California version of a grape originally from Southern France, this shows broad and welcoming aromas of cranberry-raspberry juice, light purple flowers and cola. Served with a slight chill, it goes down easy, with plump plums and root-beer spice.",Wildflower,87,10,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2014 Wildflower Valdigui茅 (Monterey),Valdigui茅,J. Lohr,92,87
4150,US,"This wine is a blend of fruit from Bacchus, Phinny Hill and Loess vineyards. Brooding aromas of black cherry, herb and barrel spice are followed by pitch-black blackberry and game flavors, backed by tightly coiled tannins. It comes off as a bit richer than the norm for this winery but still delivers the goods. Best after 2022.",Reserve,92,95,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gramercy 2013 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gramercy,89,89
110422,US,"Owing perhaps to its youth,this remains an uneasy mix of acid, oak, apple and citrus. It has strong components that are not entirely integrated. Another year or two in bottle would be a good idea.",,87,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Dois Irm茫os 2015 Chardonnay (Willamette Valley),Chardonnay,Dois Irm茫os,84,86
77684,US,"A totally refreshing blend of citrus, apple, peach and pear flavors, all couched in bright textured acidity. The wine makes a fine aperitif as well as a mealtime beverage. Off dry, but hardly sweet, it's crisp and fresh to the end.",,87,12,California,Mendocino,,,,Handley 2002 Riesling (Mendocino),Riesling,Handley,92,90
75006,US,"Crisp lemon, apple and pear abound in this richly textured yet pertly balanced Pinot Blanc. It's an easy quaffing, elegant wine with hints of nut and toast that extend elegantly on the finish. Drink now through 2020.",Reserve Morris Vineyard,88,20,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Heron Hill 2015 Reserve Morris Vineyard Pinot Blanc (Finger Lakes),Pinot Blanc,Heron Hill,92,89
84078,US,"Soft and gentle, with the mashed cherry flavors Grenache is noted for, this wine has spicy nuances of cloves, anise, cinnamon and vanilla. It's a little sweet.",,85,24,California,Sierra Foothills,Sierra Foothills,,,Lavender Ridge 2006 Grenache (Sierra Foothills),Grenache,Lavender Ridge,89,87
17462,US,"Roughly half and half Viognier and Roussanne, this is vivid and fresh, with grapefruit flesh and rind in the flavor mix. Peach and apricot streaks slip into the midpalate, and the wine sets up bracing and clean, with just a hint of bitterness.",Chatte d'Avignon,88,18,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,@paulgwine聽,Seven of Hearts 2010 Chatte d'Avignon Roussanne-Viognier (Columbia Valley (OR)),Roussanne-Viognier,Seven of Hearts,88,88
16167,US,"Compost, earth and spicy cardamom notes provide the savory intrigue of this full-bodied, expressive wine, with additional pine forest, pomegranate and orange peel flavors that add to its complexity and appeal. Sourced from several vineyards in the heart of the appellation, it represents the vintage and the location well.",Reserve,93,45,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rodney Strong 2014 Reserve Pinot Noir (Russian River Valley),Pinot Noir,Rodney Strong,90,92
108914,US,"Tastes manipulated, with oak, honey and buttercream flavors dominating the underlying apples and peaches.",Mills Family Vineyard,84,20,California,Green Valley,Sonoma,,,River Road 2011 Mills Family Vineyard Chardonnay (Green Valley),Chardonnay,River Road,75,84
87188,US,"This wine starts with a combination of herbs, allspice and cinnamon leading into spicy, red berry flavors. A touch angular, but its dry character makes it easy to pair with food. Think spicy cuisine, grilled beef or hamburgers.",Diavolo,83,33,New Mexico,New Mexico,,Susan Kostrzewa,@suskostrzewa,Viv谩c Winery 2006 Diavolo Red (New Mexico),Red Blend,Viv谩c Winery,87,87
115347,US,"This patiently aged wine boasts an amazing nose of dried olallieberry fruit leather, chocolate-cherry sauce, vanilla extract and exotic black spices, showing its years in only the best ways. It's surprisingly lean on the palate at first, then evolves into red cherries and plums, with well-integrated dried oregano and black pepper spices.",George's Vineyard,92,41,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Cooper-Garrod 2009 George's Vineyard Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Cooper-Garrod,93,92
112764,US,"Lots going on in this softly appealing Cabernet. It's full-bodied and ripe, showing classic Alexander Valley flavors of blackberry jam, chocolate, anise, dried herbs and spices. Will develop bottle complexity over the years while gradually losing fruit.",Reserve,87,27,California,Alexander Valley,Sonoma,,,Frei Brothers 2008 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Frei Brothers,92,89
90916,US,"Very fruity and fresh in aroma, this elegant wine has light, crisp apple and lemon flavors, fresh-baked bread accents and lively acidity. A layered texture seems to blend in accents of almond and vanilla, increasing complexity with each sip. It's one of California's blue-chip bubblies.",Brut L'Ermitage Estate Bottled,95,48,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Roederer Estate 2007 Brut L'Ermitage Estate Bottled Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate,93,92
93370,US,"Generous and very flavorful, this full-bodied wine resembles honey and pear in the aroma, and pear syrup in the flavor. While sweet-seeming, it has a dash of apple-like acidity to keep it lively.",,87,10,California,River Junction,Central Valley,Jim Gordon,@gordone_cellars,McManis 2014 Chardonnay (River Junction),Chardonnay,McManis,92,92
47158,US,"A fine vintage of Bill Easton's Cabernet Franc, from the Monarch Mine Vineyard, where he typically sources tremendous Syrah and Barbera, this wine is still developing and will do nicely with time. For now it shows perfumed herbal restraint, subtle spice and a twist of oaky coffee on the finish. A savory wine that would pair well with filet mignon 脿 point.",Monarch Mine Vineyard,92,20,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Easton 2010 Monarch Mine Vineyard Cabernet Franc (Sierra Foothills),Cabernet Franc,Easton,92,91
106291,US,"Very dark in color, dense and thick in the mouth, and tight in astringent tannins. Clearly an immature wine not showing well. The blackberry and cherry flavors are impressive, but the wine seems disjointed. Cellaring is a gamble.",,87,80,California,Napa Valley,Napa,,,Thirteen Appellations 2007 Meritage (Napa Valley),Meritage,Thirteen Appellations,85,85
104766,US,"Bright, juicy red raspberry and bramble aromas meet red spice and earthy loam characteristics on the nose of this bottling. Medium in density on the palate, it's playful and flavorful, if not especially complex, with hints of wild thyme giving herbal nuance its core of red fruit.",,88,25,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Transmission 2015 Zinfandel (Paso Robles),Zinfandel,Transmission,88,87
25172,US,"A pristine core of blackberry and cherry extend from nose to palate here, but there's an ample dose of spice, coconut and toast as well. Full bodied and supple in texture, it's a robust wine with an accessible fruity style.",Island Series,88,24,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Martha Clara 2012 Island Series Syrah (North Fork of Long Island),Syrah,Martha Clara,92,92
655,US,"This is one of the best balanced and most elegant Zins around. Very fresh in aroma, it's slightly yeasty like freshly fermented wine, and with subtly gorgeous cherry and blackberry flavors layered with light cedar and cocoa spiciness. Not only is the finish lingering, but the wine still tasted great two days after pulling the cork.",Lodi Native Marian's Vineyard,92,30,California,Mokelumne River,Central Valley,Jim Gordon,@gordone_cellars,St. Amant 2013 Lodi Native Marian's Vineyard Zinfandel (Mokelumne River),Zinfandel,St. Amant,95,95
28910,US,"Good blackberry fruit in this Cabernet, and it's fine for everyday purposes. But it falls apart in structure, being too soft and featureless.",,83,11,California,California,California Other,,,McManis 2010 Cabernet Sauvignon (California),Cabernet Sauvignon,McManis,85,82
5882,US,"This is a full-bodied, ripe wine, moderate in acidity, that reveals a wealth of baked plum and cinnamon in the glass. Along the way it meets a pine forest of savory companionship, finishing in youthful tannin.",Estate,88,95,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Ernest & Julio Gallo 2014 Estate Pinot Noir (Russian River Valley),Pinot Noir,Ernest & Julio Gallo,92,89
27740,US,"Broad scents of honeydew, candied lemon and orchard fruit mark the nose, with an underpinning of toasted nut. The palate is medium bodied, with balanced acidity and apple flavor.",,85,18,Virginia,Monticello,,,,White Hall 2011 Viognier (Monticello),Viognier,White Hall,88,87
104813,US,"This could be labeled Cabernet Sauvignon; the only other grape in the blend is a 14% Cab Franc component. Rich black cherry fruit provides the solid base, but after that the wine tightens down, so decanting would be essential if you plan to drink it soon. The scents weave together black fruits, spices and licorice; more than any of the other new releases from Soos Creek, this needs more time to settle.",Champoux Vineyard Red Wine,92,40,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine聽,Soos Creek 2006 Champoux Vineyard Red Wine Red (Horse Heaven Hills),Red Blend,Soos Creek,88,89
58372,US,"Sanguis combines its signature of exceptional power with finesse, producing a wine that is so dramatic as to defy belief. Syrah and Cabernet Sauvignon provide the blackberry jam and chocolate richness, while Viognier brings a bright floral note, and even Roussanne has something to say by way of orange tartness. New oak is evident, but perfectly in balance with the wine's volume. Stunning and dramatic, but not an ager, so drink up.",Gravity,95,70,California,Santa Barbara County,Central Coast,,,Sanguis 2009 Gravity Red (Santa Barbara County),Red Blend,Sanguis,95,94
94353,US,"Right on the border of being a dessert wine, this unusual Pinot Gris has 2.8% residual sugar. It's betwixt and between鈥攏ot really sweet enough for dessert, but too sweet for most other food. A simple sipping wine, perhaps?",,85,16,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Goose Ridge 2011 Pinot Gris (Columbia Valley (WA)),Pinot Gris,Goose Ridge,85,85
110266,US,"Tasted in early spring, this Chard was still tingly with acidity, but by the time you read this, everything should have calmed down. It's terrifically ripe with green apple, nectarine and tropical fruit flavors that are so rich, you won't even miss the oak.",Unoaked,90,37,California,Russian River Valley,Sonoma,,,Williams Selyem 2011 Unoaked Chardonnay (Russian River Valley),Chardonnay,Williams Selyem,92,90
79914,US,"Tropical scents of kiwi and Catawba are strung together with a touch of caramel syrup and a hint of sulfur. The palate has a pudgy feel upon entrance, with mild flavor concentration. As the wine sits in the glass, the acidity flattens out and a cheesy flavor surfaces.",,83,11,Missouri,Missouri,,,,Les Bourgeois 2010 Chardonel (Missouri),Chardonel,Les Bourgeois,84,82
87111,US,"A tough, acidic wine that feels disagreeably sharp in the mouth. The flavors suggest cherries and licorice. It's mainly Sangiovese, with Cabernet Franc and Cabernet Sauvignon.",Saviezza,85,30,California,Santa Barbara County,Central Coast,,,Silver 2008 Saviezza Red (Santa Barbara County),Red Blend,Silver,82,82
66620,US,"Peppery spice, tart goosebery and white grapefruit notes shine in this varietally characteristic Gr眉ner Veltliner. It's delicate in concentration but cutting and fresh, finishing on a refreshing mineral tone. Drink now through 2018.",,87,20,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lamoreaux Landing 2014 Gr眉ner Veltliner (Finger Lakes),Gr眉ner Veltliner,Lamoreaux Landing,88,86
125477,US,"This is an intensely floral style of Gew眉rztraminer, with expressive and pronounced aromas of flower and soap. It lingers gracefully in the mouth, continuing along those lines with flavors to match, then finishes with a graham cracker surprise.",Resonance Vineyard,90,20,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine聽,Sineann 2012 Resonance Vineyard Gewurztraminer,Gew眉rztraminer,Sineann,92,91
37730,US,"This is a very complete, well-balanced and satisfying wine that has a firm tannic structure to carry the tempting berry and black-cherry flavors. It starts with light cinnamon, clove and vanilla aromas that join loads of fruit on the palate, layering nicely for an interesting, complex and substantive character. Drink through 2025.",Rosa Canina,93,24,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Boeger 2015 Rosa Canina Zinfandel (El Dorado),Zinfandel,Boeger,94,92
61819,US,"Aromas of wet stone, smoke and petrol seep evocatively into the sweet pineapple bouquet. The palate is dry but deeply concentrated with a ripe stone fruit character. Finishes briskly with a bracing lime juice acidity.",Falling Man Vineyard Dry,89,30,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Keuka Lake Vineyards 2009 Falling Man Vineyard Dry Riesling (Finger Lakes),Riesling,Keuka Lake Vineyards,93,89
66334,US,"Combines ripe, sweet flavors of pineapples and apricots with green mint, accented with strong acidity, to produce an awkward, unbalanced wine. Lacks lushness and richness.",,84,25,California,Sierra Foothills,Sierra Foothills,,,Terre Rouge 2008 Roussanne (Sierra Foothills),Roussanne,Terre Rouge,76,82
115313,US,"From a 25-acre site on the western flank of Rutherford, this wine includes 2% Malbec. With sanguine cassis, cranberry and cinnamon touches, it's a soft, round and velvety expression of the hearty variety, finishing with notes of coffee and dark chocolate.",,94,85,California,Napa Valley,Napa,Virginie Boone,@vboone,Bella Union 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bella Union,92,91
83073,US,"It's picked late, when the grapes are superripe, then winemaker Kip Bedell puts them in a freezer prior to crush to further concentrate the resulting must. The result is a thick, gooey, unctuous dessert wine with flavors of tangerines and honey. Yum.",Late Harvest Riesling,88,35,New York,North Fork of Long Island,Long Island,Joe Czerwinski,@JoeCz,Bedell 2001 Late Harvest Riesling Riesling (North Fork of Long Island),Riesling,Bedell,94,92
64500,US,"Wallulla Vineyard provides the majority of the fruit for this Chardonnay. The lemon verbena and floral aromas and flavors are dialed way down here, with full malolactic fermentation providing a creamy feel.",The Expedition,85,15,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2011 The Expedition Chardonnay (Horse Heaven Hills),Chardonnay,Canoe Ridge,87,89
14640,US,"A delicious, easy-drinking Pinot Noir for everyday, at a good price. It has raspberry tutti-fruity flavors with lots of vanilla and spice.",,86,12,California,California,California Other,,,Pennywise 2008 Pinot Noir (California),Pinot Noir,Pennywise,88,87
69839,US,"Seriously tasty and full-bodied, this inky-colored wine is packed with ripe fruit, fine tannins and firm texture, and needs a juicy steak or tender roast as a table mate. A core of black cherry and black plum is shaded by spicy oak.",Claret Diamond Collection Black Label,88,21,California,California,California Other,Jim Gordon,@gordone_cellars,Francis Coppola 2013 Claret Diamond Collection Black Label Cabernet Sauvignon (California),Cabernet Sauvignon,Francis Coppola,94,92
32181,US,"A unique blend of fermenting orange, aging white flowers, dried apples and a musky sandalwood show on the nose of this wine. The palate is simultaneously rich, sour and creamy, with tangerine and banana flavors.",Tondre Grapefield,86,38,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Cima Collina 2013 Tondre Grapefield Chardonnay (Santa Lucia Highlands),Chardonnay,Cima Collina,92,90
23658,US,"This unusual, but successful, combination of Tempranillo, Garnacha and Cabernet Sauvignon is a great example of modern Paso blending. Each grape variety fills in the deficiencies of the others, resulting in a harmonious whole. It has the tannic weight of Cabernet, with complex cherry, mocha, cola and spice flavors that drink well now. There's some burn in the finish that detracts.",The Big Easy,89,38,California,Paso Robles,Central Coast,,,Silver Horse 2011 The Big Easy Red (Paso Robles),Red Blend,Silver Horse,88,88
123759,US,"This Chard is a bit heavy and oaky, with buttered toast, orange, pear and spicy fruit punch flavors. It's ripe with juicy fruit flavors but balanced by crisp acidity.",,86,12,California,Central Coast,Central Coast,,,Ballard Lane 2011 Chardonnay (Central Coast),Chardonnay,Ballard Lane,87,89
116703,US,"Dry and crisp, but too feline in strong green aromas and flavors. A little of that goes a long way. Modest lemon and lime fruit comes to the rescue, but too little, too late.",Reserve,82,18,California,Russian River Valley,Sonoma,,,Rancho Zabaco 2008 Reserve Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Rancho Zabaco,75,82
45612,US,"The winery behind America's first Petite Sirah continues pumping out quaffable bottles, including this show of black plums, pressed violets, black raspberries, white pepper, licorice candy and dill on the nose. The palate offers boysenberries and baked oregano, with a tapenade-like zing on the finish.",,87,18,California,San Francisco Bay,Central Coast,Matt Kettmann,@mattkettmann,Concannon 2013 Petite Sirah (San Francisco Bay),Petite Sirah,Concannon,91,91
41989,US,"Simultaneously sweet and smoky aromas from the use of new oak mark this full-bodied wine. The fruit flavors resemble blackberry, the texture is broad and grippy with tannins and the finish is powerful with more oak sensations.",,87,41,California,Solano County,North Coast,Jim Gordon,@gordone_cellars,Putah Creek 2011 Cabernet Sauvignon (Solano County),Cabernet Sauvignon,Putah Creek,89,90
84277,US,"The aromas of this wine pop, with notes of fresh flowers, green herbs, olive brine, coffee, grilled asparagus, gravel and a touch of smoked meat lurking in the background. The fruit and savory flavors are plush and palate-coating in feel, with floral and smoked meat notes persisting on the finish. It's a very pretty interpretation of the area, with a compelling sense of balance.",The Funk Estate,94,60,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Saviah 2013 The Funk Estate Syrah (Walla Walla Valley (WA)),Syrah,Saviah,94,91
120352,US,"Toasted popcorn kernel is the chief note. Medium in body, it bears simple pomaceous flavors and even-keeled acids.",,84,18,Virginia,Virginia,,,,Chateau Morrisette 2011 Chardonnay (Virginia),Chardonnay,Chateau Morrisette,85,85
7863,US,"Planted in 1999 specifically for the producer, this vineyard block provides power and structure, revealing shocks of blackberry jam, mocha and gunpowder amidst a streak of wild anise and black pepper. Robust and bold, it begs for another 10 to 15 years in the cellar before finding its complete composure.",Stagecoach Vineyard The Biale Block,94,50,California,Napa Valley,Napa,Virginie Boone,@vboone,Robert Biale 2013 Stagecoach Vineyard The Biale Block Zinfandel (Napa Valley),Zinfandel,Robert Biale,93,93
18337,US,"Dry and gritty, with rugged tannins and lots of acidity. Unfortunately, the fruit just isn't powerful enough to stand up to it, making this Merlot tough to like.",Selected Vineyards,82,10,California,Central Coast,Central Coast,,,Concannon 2010 Selected Vineyards Merlot (Central Coast),Merlot,Concannon,75,82
8325,US,"A nice companion to the Boomtown Merlot, this shows similar balance and depth, albeit with an accent on tart berry fruit flavors dusted with dried herbs. There are citrusy acids and a hint of moist earth.",,87,16,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine聽,Boomtown 2011 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Boomtown,88,89
45209,US,"Freshly squeezed lemons, lime and pretty white florals perfume this dry, medium-bodied Pinot Grigio. The palate is clean with juicy white grapefruit flavors and some interesting minerality, but it's a bit lacking in concentration.",,84,16,North Carolina,Swan Creek,,Anna Lee C. Iijima,,Raffaldini 2009 Pinot Grigio (Swan Creek),Pinot Grigio,Raffaldini,87,85
62490,US,"This Lodi-grown blend of 65% Chardonnay, 25% Sauvignon Blanc and 10% Viognier smells of marshmallow, coconut and bubble gum.",The Other,85,12,California,Lodi,Central Valley,Virginie Boone,@vboone,Peirano 2009 The Other White (Lodi),White Blend,Peirano,88,87
120897,US,"Greg Brewer resurrects his briefly shuttered brand to show what can be done on the floral edge of Chardonnay. This bottling that is very light in the glass offers tons of boisterous fruit displayed with delicacy, including tuberose, orange blossoms, lime and ripe pears. Guava powers the sip along with coconut, mango and apple-blossom flavors, wrapped in a tantalizing acidity. It would go great with sushi.",Machado,92,42,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Diatom 2016 Machado Chardonnay (Sta. Rita Hills),Chardonnay,Diatom,94,92
70507,US,"Red apple aromas form the core with pear and yellow melon on the fringes of this stainless steel Chardonnay from Lompoc's Kenneth 鈥淛oey鈥?Gummere. The tart green apple and pear skin acidity is expected, but it retains a full body鈥攁 prime example of a stainless Chard that's sleek but not overly austere.",Zotovich Vineyard,90,34,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Transcendence 2012 Zotovich Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Transcendence,92,89
2783,US,"Simple and agreeable, this can be paired with a burger or beef taco. It's dry and clean, with pleasant cherry and cola flavors.",,84,22,California,Carneros,Napa-Sonoma,,,Sean Minor 2010 Pinot Noir (Carneros),Pinot Noir,Sean Minor,82,85
3712,US,"This fun, delicious wine tastes generous in honey, pear, Meyer lemon, orange, nectarine and white flower flavors, which are balanced by zesty acids. The blend is Grenache Blanc, Roussanne and Viognier.",Heritage Blanc,88,20,California,Santa Barbara County,Central Coast,,,Curtis 2011 Heritage Blanc White (Santa Barbara County),Rh么ne-style White Blend,Curtis,93,90
25338,US,"This is one of the most Chablis-style Chardonnays on the market. It's bone dry, and has a steely, minerally elegance made complex with layers of pineapples and limes, and even a honeysuckle richness. The oak, interestingly, comes from Hungary. A terrific wine, far from the overoaked, buttered popcorn style so popular now. Production was only 227 cases.",Boon Fly's Hill,94,50,California,Carneros,Napa-Sonoma,,,Kazmer & Blaise 2009 Boon Fly's Hill Chardonnay (Carneros),Chardonnay,Kazmer & Blaise,95,92
64575,US,"An exuberantly ripe, fruity Cabernet, brimming with polished flavors of blackberries, cherries, currants and sweet smoky oak. Shows a fine enough structure of crispness and firm tannins for balance.",Estate,87,25,California,Lodi,Central Valley,,,Mettler Family Vineyards 2006 Estate Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Mettler Family Vineyards,92,91
4296,US,"Very pretty and soft upon entry, with tangy boysenberry fruit, this young Syrah is sharply defined and buoyed by sharp acids. Lightly floral and still a bit yeasty, it offers scents of brioche, orange blossom and sweet grape candy. An elegant, feminine Syrah.",,89,45,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Dunham 2006 Syrah (Columbia Valley (WA)),Syrah,Dunham,92,87
34641,US,"Incredibly inviting aromas of boysenberry-blackberry pie, deep red raspberry, anise and tobacco greet the nose. This wine is soft on the palate, with cherry and berry fruit that give way to layer upon layer of black sage, licorice, espresso, mocha dust and dark chocolate chips.",Lester Family Vineyards,94,46,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Woodenhead 2012 Lester Family Vineyards Pinot Noir (Santa Cruz Mountains),Pinot Noir,Woodenhead,93,93
96717,US,"Oak brings strong buttered toast and vanilla flavors to this Chardonnay. But it's also a powerhouse from the vineyard, with massive orange, pineapple and apricot flavors. May even have some botrytis, to judge from the honeyed sweetness. Yet for all the opulence, the finish is dry.",Barrel Fermented,92,32,California,Santa Lucia Highlands,Central Coast,,,Mer Soleil 2009 Barrel Fermented Chardonnay (Santa Lucia Highlands),Chardonnay,Mer Soleil,93,92
80050,US,"Harvested late but not sweet, this decadently rich and fruity wine pairs well with cheese or an equally opulent dish such as osso bucco or red wine risotto. It has grapey, jammy aromas and late-picked flavors like fig, plum and black raisin that glide along the palate. The alcohol is high, tempered by a velvety texture and moderate tannins.",Mazzoni-Live Oak,92,34,California,Contra Costa County,Central Coast,Jim Gordon,@gordone_cellars,Three 2014 Mazzoni-Live Oak Zinfandel (Contra Costa County),Zinfandel,Three,93,90
61679,US,"Sunny aromas of golden pear, caramelized red apples and toasted oak arise on the nose of this bottling from a winery near Morgan Hill. Dried grapefruits, smoked green apples and a jasmine-extract character show on the ripe palate.",Murphy's Choice,87,50,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Clos La Chance 2013 Murphy's Choice Chardonnay (Santa Cruz Mountains),Chardonnay,Clos La Chance,92,91
39732,US,"Exceptionally sheer and crisp, W枚lffer's standard-label ros茅 offers plenty of crisp-tart sour-cherry flavor along with herb and bramble notes. Made predominantly from Merlot and Chardonnay, it gains extra oomph from a supporting cast of four other red and white grape varieties.",,88,18,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,W枚lffer 2015 Ros茅 (North Fork of Long Island),Ros茅,W枚lffer,92,90
34793,US,"Lean red-cherry and briar scents lend an elegant tone to this brisk, medium-bodied Cabernet Franc. The palate is a shade riper, with black cherry and plum flavors, countered with hints of earth, green leaf and ripe but coarsely grained tannins that linger.",Estate Bottled,85,15,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Wagner 2008 Estate Bottled Cabernet Franc (Finger Lakes),Cabernet Franc,Wagner,88,86
112010,US,"An earthy, light Mendocino Pinot from a fabulous vintage that's got all the cherry, dusty mushroom flavors one could want, with a smidgen of black pepper on the finish. The bottle's suggestion to pair with Coq au Vin is a good one.",,88,19,California,Mendocino,,Virginie Boone,@vboone,Saint Gregory 2009 Pinot Noir (Mendocino),Pinot Noir,Saint Gregory,92,92
19608,US,"It's classic Alexander Valley, soft, rich and thick in melted tannins, and elaborate in tiers of briary wild berries, milk chocolate, black pepper and sweet charred oak. Easy to drink with everything from burgers and steaks to tacos and teriaki beef.",Family,90,19,California,Alexander Valley,Sonoma,,,Sausal 2009 Family Zinfandel (Alexander Valley),Zinfandel,Sausal,93,90
108103,US,"Honeyed in apple, pear and mango, this is a tightly wound, full-bodied wine, voluptuous and quite ripe in style.",Estate Grown Reserve,86,29,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Balverne 2013 Estate Grown Reserve Chardonnay (Russian River Valley),Chardonnay,Balverne,92,89
99923,US,"Super-fruity and ultra-soft, with flavors of raspberries, cherries, red currants, bacon, cocoa, cola and lots of peppery spices. It's a nice Zin to drink with BBQ.",ClandestZin,84,40,California,Dry Creek Valley,Sonoma,,,Ricardus Corculum 2007 ClandestZin Zinfandel (Dry Creek Valley),Zinfandel,Ricardus Corculum,93,87
52242,US,"This is just the second varietal bottling of Marsanne鈥攕ingle vineyard at that鈥攆rom McCrea. Firm and fleshy, with clear melon flavors, it shows a dash of cinnamon along the way. The finish brings on graham cracker accents, though only neutral oak was used.",Boushey Vineyard,87,25,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine聽,McCrea Cellars 2010 Boushey Vineyard Marsanne (Yakima Valley),Marsanne,McCrea Cellars,92,89
71198,US,"Included in the Cuv茅e are all six Bordeaux grapes, along with a splash of Syrah. Given the many fruit sources, there's still good focus. The sappy blue fruits are framed with lush barrel flavors of vanilla cream and toast, with just a hint of a green edge to the tannins.",Washington State Cuv茅e,90,28,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine聽,Walla Walla Vintners 2010 Washington State Cuv茅e Red (Washington),Red Blend,Walla Walla Vintners,92,89
81762,US,"This almost pure Carmen猫re (there is a little Cabernet Sauvignon in the blend also) sneaks up on you. At first herbal and green, it fills in with a few hours of breathing time, lengthens and shows unsuspected complexity. Cranberry, a whiff of smoke, a bite of pepper, and fresh, not dried herbs, nicely blended into a seamless, satisfying whole.",,90,36,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine聽,Otis Kenyon 2007 Carmen猫re (Horse Heaven Hills),Carmen猫re,Otis Kenyon,92,90
